sp,chr,loc,score,msp,mchr,mloc
gorilla,X,90000000,351,human,Y,3000000,same orientation
human,9,20000000,2314,chimp,9,16000000,same orientation
chimp,4,90000000,358,gorilla,4,112000000,same orientation
chimp,4,90000000,313,human,22,1000000,same orientation
human,14,45000000,1827,chimp,14,45000000,same orientation
human,14,45000000,1469,gorilla,14,45000000,same orientation
human,22,4000000,1898,gorilla,22,4000000,inversed
human,22,4000000,254,chimp,22,37000000,inversed
gorilla,18,23000000,2072,chimp,18,20000000,same orientation
human,3,147000000,2590,chimp,3,174000000,inversed
human,3,147000000,2254,gorilla,3,174000000,inversed
gorilla,10,77000000,2143,human,10,60000000,same orientation
gorilla,10,77000000,2098,chimp,10,62000000,same orientation
chimp,14,85000000,1027,gorilla,14,84000000,same orientation
human,X,85000000,2587,gorilla,X,95000000,inversed
chimp,2B,10000000,2127,gorilla,2B,13000000,inversed
chimp,3,14000000,1735,gorilla,3,14000000,same orientation
human,8,36000000,2219,gorilla,8,31000000,inversed
gorilla,2A,22000000,2386,chimp,2A,52000000,inversed
human,20,38000000,857,gorilla,20,40000000,inversed
human,11,103000000,2118,chimp,11,118000000,same orientation
chimp,4,113000000,298,human,8,42000000,inversed
gorilla,6,4000000,2018,human,6,3000000,same orientation
gorilla,3,143000000,2150,chimp,3,143000000,same orientation
chimp,8,5000000,1621,human,8,4000000,inversed
chimp,2B,10000000,2119,human,2,122000000,same orientation
chimp,12,60000000,2492,human,12,24000000,same orientation
chimp,12,60000000,2395,gorilla,12,24000000,same orientation
human,3,124000000,2545,chimp,3,120000000,inversed
human,3,124000000,2464,gorilla,3,120000000,inversed
gorilla,3,17000000,1345,chimp,3,16000000,same orientation
gorilla,3,17000000,638,chimp,3,17000000,same orientation
gorilla,17,58000000,2409,human,5,34000000,inversed
gorilla,17,0,1966,human,17,0,inversed
gorilla,17,0,1947,chimp,17,0,inversed
gorilla,17,0,567,gorilla,5,46000000,inversed
chimp,20,64000000,1684,gorilla,20,31000000,same orientation
gorilla,3,20000000,2410,chimp,3,19000000,same orientation
chimp,15,70000000,2007,human,15,69000000,inversed
chimp,15,70000000,1763,gorilla,15,72000000,inversed
gorilla,3,156000000,2062,human,3,165000000,inversed
chimp,4,168000000,2705,human,4,163000000,same orientation
chimp,4,168000000,2561,gorilla,4,177000000,same orientation
chimp,20,53000000,1946,human,20,49000000,same orientation
chimp,20,53000000,1791,gorilla,20,52000000,same orientation
chimp,11,26000000,2591,gorilla,11,27000000,inversed
gorilla,7,72000000,1852,human,7,70000000,inversed
chimp,2B,27000000,1773,gorilla,2B,27000000,same orientation
chimp,12,57000000,2162,human,12,21000000,same orientation
chimp,12,57000000,1503,gorilla,12,21000000,same orientation
gorilla,3,24000000,2117,human,3,53000000,inversed
gorilla,8,108000000,2264,human,8,105000000,same orientation
human,12,97000000,2875,chimp,12,68000000,same orientation
gorilla,7,106000000,1519,human,7,119000000,inversed
gorilla,7,106000000,532,human,7,120000000,inversed
gorilla,7,106000000,272,chimp,7,108000000,inversed
gorilla,19,8000000,1388,chimp,19,8000000,same orientation
gorilla,12,77000000,2254,chimp,12,75000000,inversed
gorilla,12,77000000,2203,human,12,104000000,inversed
chimp,13,36000000,2672,human,13,38000000,same orientation
gorilla,3,174000000,1899,chimp,3,173000000,same orientation
gorilla,3,174000000,295,human,3,147000000,same orientation
chimp,1,193000000,2623,human,1,183000000,inversed
gorilla,16,21000000,972,human,16,19000000,inversed
gorilla,16,21000000,716,chimp,16,20000000,inversed
gorilla,16,21000000,379,gorilla,8,22000000,inversed
chimp,3,23000000,2236,gorilla,3,23000000,same orientation
gorilla,5,102000000,2152,chimp,5,115000000,same orientation
human,17,3000000,1208,gorilla,17,3000000,same orientation
human,17,3000000,956,chimp,17,3000000,same orientation
chimp,X,159000000,2060,gorilla,X,105000000,inversed
chimp,X,159000000,1683,human,X,96000000,inversed
human,10,117000000,2138,gorilla,10,113000000,inversed
gorilla,11,126000000,1853,human,11,123000000,same orientation
chimp,16,29000000,1635,human,16,27000000,same orientation
chimp,12,71000000,1567,gorilla,12,81000000,inversed
chimp,12,71000000,424,human,12,99000000,inversed
gorilla,13,45000000,2271,human,13,43000000,same orientation
gorilla,9,111000000,1706,chimp,9,102000000,same orientation
gorilla,9,111000000,1626,human,9,99000000,same orientation
chimp,7,100000000,2173,human,7,93000000,inversed
gorilla,5,9000000,1673,human,17,62000000,inversed
gorilla,5,9000000,1624,chimp,17,65000000,inversed
gorilla,X,48000000,2026,chimp,X,11000000,inversed
gorilla,X,48000000,265,chimp,16,41000000,inversed
human,7,59000000,1851,chimp,7,207000000,same orientation
human,7,59000000,1452,gorilla,7,60000000,same orientation
human,7,59000000,1369,chimp,7,204000000,same orientation
human,7,59000000,636,chimp,11,51000000,same orientation
human,7,59000000,608,chimp,7,59000000,same orientation
human,7,59000000,495,human,11,8000000,same orientation
human,7,59000000,476,human,11,51000000,same orientation
human,7,59000000,443,gorilla,11,51000000,same orientation
chimp,16,27000000,1517,gorilla,16,24000000,inversed
chimp,16,27000000,1185,human,16,21000000,inversed
gorilla,8,30000000,1503,chimp,8,29000000,inversed
gorilla,8,30000000,1413,human,8,37000000,inversed
chimp,3,107000000,2354,gorilla,3,106000000,same orientation
gorilla,1,195000000,2449,human,1,185000000,inversed
gorilla,11,88000000,1435,human,11,115000000,inversed
gorilla,11,88000000,1403,chimp,11,132000000,inversed
gorilla,11,88000000,789,chimp,11,131000000,inversed
gorilla,11,88000000,683,human,11,116000000,inversed
chimp,1,220000000,1915,gorilla,1,224000000,same orientation
human,4,157000000,2465,chimp,4,161000000,same orientation
human,4,157000000,2095,gorilla,4,170000000,same orientation
human,18,68000000,2332,chimp,18,47000000,inversed
human,2,121000000,2457,chimp,2B,8000000,same orientation
chimp,5,171000000,1980,human,5,145000000,same orientation
human,22,16000000,2036,chimp,22,18000000,inversed
human,22,16000000,2030,chimp,22,35000000,inversed
gorilla,17,4000000,1742,human,17,3000000,same orientation
gorilla,10,101000000,2204,chimp,10,122000000,inversed
gorilla,10,101000000,2054,human,10,93000000,inversed
human,2,46000000,2091,gorilla,2A,46000000,same orientation
gorilla,15,76000000,1849,human,15,72000000,inversed
gorilla,15,76000000,1764,chimp,15,66000000,inversed
chimp,1,35000000,2212,human,1,27000000,inversed
chimp,1,35000000,1819,gorilla,1,30000000,inversed
gorilla,11,20000000,2210,human,11,39000000,inversed
gorilla,11,20000000,1671,chimp,11,33000000,inversed
gorilla,11,20000000,621,chimp,11,34000000,inversed
chimp,17,7000000,1819,human,17,6000000,same orientation
chimp,17,7000000,949,gorilla,17,6000000,same orientation
chimp,17,7000000,736,gorilla,17,7000000,same orientation
gorilla,8,98000000,2269,chimp,8,128000000,inversed
gorilla,8,98000000,278,human,8,95000000,inversed
gorilla,20,20000000,2297,human,20,19000000,same orientation
chimp,5,63000000,2209,human,5,47000000,inversed
chimp,5,63000000,2099,gorilla,17,45000000,inversed
chimp,3,150000000,2057,human,3,171000000,inversed
gorilla,12,24000000,2189,chimp,12,59000000,same orientation
gorilla,12,24000000,2108,human,12,23000000,same orientation
human,10,83000000,2260,gorilla,10,111000000,inversed
human,6,38000000,2158,chimp,6,38000000,same orientation
human,6,38000000,2140,gorilla,6,39000000,same orientation
gorilla,2B,54000000,2308,chimp,2B,53000000,same orientation
gorilla,2B,54000000,2044,human,2,159000000,same orientation
gorilla,2B,54000000,350,human,2,158000000,same orientation
chimp,9,76000000,1642,gorilla,9,94000000,inversed
gorilla,12,13000000,1957,human,12,12000000,same orientation
gorilla,2B,63000000,1945,chimp,2B,62000000,same orientation
gorilla,2B,63000000,1821,human,2,167000000,same orientation
human,16,21000000,2107,chimp,16,27000000,same orientation
gorilla,10,108000000,447,chimp,10,115000000,same orientation
gorilla,7,96000000,1721,chimp,7,97000000,same orientation
human,3,22000000,2114,chimp,3,55000000,inversed
human,3,22000000,1547,gorilla,3,55000000,inversed
human,3,22000000,472,gorilla,3,56000000,inversed
gorilla,20,17000000,1979,human,20,16000000,same orientation
human,19,11000000,1645,gorilla,19,12000000,inversed
gorilla,9,49000000,1633,chimp,3,92000000,inversed
gorilla,9,49000000,1514,human,3,90000000,inversed
gorilla,9,49000000,1438,gorilla,3,92000000,inversed
gorilla,9,49000000,1363,chimp,9,117000000,inversed
gorilla,9,49000000,1341,human,18,14000000,inversed
gorilla,9,49000000,1339,human,5,46000000,inversed
gorilla,9,49000000,1299,gorilla,11,51000000,inversed
gorilla,9,49000000,1281,gorilla,6,60000000,inversed
gorilla,9,49000000,1261,chimp,20,27000000,inversed
gorilla,9,49000000,1253,human,16,30000000,inversed
human,7,6000000,1178,gorilla,7,6000000,inversed
human,2,116000000,1904,gorilla,2B,9000000,same orientation
chimp,5,146000000,2099,human,5,157000000,same orientation
chimp,7,95000000,1853,gorilla,7,93000000,same orientation
gorilla,8,8000000,1056,chimp,8,7000000,same orientation
chimp,2A,24000000,2321,human,2,49000000,inversed
chimp,2A,24000000,2122,gorilla,2A,50000000,inversed
human,2,71000000,2003,chimp,2A,72000000,same orientation
human,2,71000000,1565,gorilla,2A,72000000,same orientation
gorilla,13,72000000,2070,chimp,13,71000000,same orientation
chimp,3,130000000,1830,gorilla,3,129000000,same orientation
human,17,40000000,1119,chimp,17,12000000,same orientation
human,17,40000000,1115,chimp,17,81000000,same orientation
human,17,40000000,1097,gorilla,5,37000000,same orientation
human,17,40000000,498,chimp,17,82000000,same orientation
human,17,40000000,254,gorilla,5,38000000,same orientation
gorilla,10,59000000,1043,chimp,10,47000000,inversed
gorilla,10,59000000,442,chimp,10,135000000,inversed
chimp,1,217000000,2013,gorilla,1,221000000,same orientation
chimp,1,217000000,2011,human,1,211000000,same orientation
gorilla,4,115000000,2070,chimp,4,87000000,inversed
human,4,160000000,2274,chimp,4,164000000,same orientation
human,4,160000000,2131,gorilla,4,173000000,same orientation
gorilla,10,92000000,2213,chimp,10,72000000,inversed
gorilla,10,92000000,2140,human,10,67000000,inversed
gorilla,2A,99000000,1803,chimp,2A,97000000,same orientation
human,3,41000000,2006,chimp,3,36000000,inversed
human,3,41000000,1976,gorilla,3,36000000,inversed
human,X,97000000,2630,gorilla,X,105000000,same orientation
chimp,8,45000000,2334,human,8,43000000,same orientation
chimp,8,45000000,2075,gorilla,8,44000000,same orientation
chimp,1,149000000,2226,human,1,161000000,same orientation
human,15,67000000,2075,chimp,15,72000000,inversed
gorilla,2B,16000000,1242,human,2,120000000,inversed
gorilla,2B,16000000,1172,chimp,2B,7000000,inversed
human,11,31000000,2531,gorilla,11,28000000,inversed
human,4,3000000,1846,chimp,4,1000000,same orientation
gorilla,1,69000000,2034,chimp,1,63000000,inversed
gorilla,1,69000000,1857,human,1,65000000,inversed
gorilla,9,82000000,2286,human,9,86000000,inversed
gorilla,9,82000000,2232,chimp,9,67000000,inversed
chimp,4,79000000,280,chimp,8,15000000,inversed
chimp,4,79000000,260,human,8,42000000,inversed
chimp,4,79000000,256,gorilla,8,44000000,inversed
chimp,11,65000000,1932,gorilla,11,65000000,same orientation
chimp,2A,47000000,1787,human,2,27000000,inversed
chimp,2A,47000000,1448,gorilla,2A,27000000,inversed
human,4,94000000,2371,gorilla,4,106000000,same orientation
chimp,X,105000000,2344,human,X,86000000,same orientation
chimp,9,24000000,2340,human,9,27000000,same orientation
gorilla,8,46000000,1904,chimp,8,46000000,same orientation
gorilla,8,46000000,1887,human,8,44000000,same orientation
gorilla,5,97000000,2161,human,5,112000000,inversed
chimp,2B,121000000,2016,human,2,223000000,inversed
human,1,184000000,2724,chimp,1,192000000,inversed
human,1,184000000,2057,gorilla,1,196000000,inversed
human,1,184000000,375,gorilla,1,197000000,inversed
chimp,1,70000000,2296,human,1,72000000,same orientation
human,11,99000000,1824,gorilla,11,105000000,inversed
chimp,X,14000000,1443,gorilla,X,45000000,inversed
chimp,X,132000000,1955,human,X,123000000,same orientation
chimp,X,132000000,1007,gorilla,X,132000000,same orientation
chimp,9,13000000,1970,human,9,16000000,same orientation
gorilla,8,71000000,2324,chimp,8,70000000,same orientation
gorilla,8,71000000,2287,human,8,69000000,same orientation
chimp,1,47000000,2701,human,1,49000000,same orientation
human,4,104000000,2209,chimp,4,85000000,inversed
human,2,38000000,2237,chimp,2A,36000000,inversed
human,11,92000000,2229,chimp,11,107000000,same orientation
chimp,12,132000000,1882,gorilla,12,132000000,inversed
chimp,12,12000000,2352,human,12,19000000,inversed
chimp,12,12000000,2133,gorilla,12,19000000,inversed
chimp,11,52000000,1298,gorilla,11,52000000,same orientation
chimp,11,52000000,984,human,11,51000000,same orientation
chimp,5,39000000,2137,human,5,86000000,same orientation
chimp,5,39000000,1686,gorilla,5,75000000,same orientation
human,8,89000000,2554,gorilla,8,91000000,same orientation
chimp,9,15000000,2126,gorilla,9,17000000,inversed
chimp,7,108000000,1911,gorilla,7,105000000,same orientation
chimp,10,33000000,2114,human,10,10000000,same orientation
gorilla,22,2000000,2155,human,22,0,inversed
human,2,90000000,2440,chimp,9,66000000,inversed
human,2,90000000,1060,gorilla,9,42000000,inversed
human,2,90000000,709,chimp,9,37000000,inversed
human,2,90000000,684,human,9,2000000,inversed
human,2,90000000,261,gorilla,14,8000000,inversed
chimp,3,133000000,2407,human,3,188000000,inversed
gorilla,11,43000000,2140,chimp,11,11000000,inversed
gorilla,11,43000000,1914,human,11,16000000,inversed
chimp,22,37000000,2145,human,22,5000000,same orientation
chimp,22,37000000,1701,gorilla,22,6000000,same orientation
chimp,8,72000000,1904,human,8,70000000,same orientation
chimp,8,72000000,1194,gorilla,8,72000000,same orientation
chimp,1,56000000,2261,gorilla,1,76000000,inversed
gorilla,15,15000000,2342,chimp,15,20000000,inversed
gorilla,15,15000000,2257,human,15,16000000,inversed
human,1,142000000,1712,chimp,1,179000000,inversed
human,1,142000000,1447,gorilla,1,183000000,inversed
gorilla,2B,36000000,1839,chimp,2B,35000000,same orientation
gorilla,12,46000000,1901,chimp,12,32000000,same orientation
gorilla,12,46000000,1813,human,12,45000000,same orientation
human,8,132000000,2264,gorilla,8,137000000,inversed
gorilla,13,3000000,369,human,6,5000000,inversed
gorilla,13,3000000,269,gorilla,6,5000000,inversed
human,16,74000000,1876,chimp,16,76000000,same orientation
human,16,74000000,810,gorilla,16,78000000,same orientation
human,16,74000000,341,gorilla,16,30000000,same orientation
gorilla,5,51000000,2290,chimp,17,23000000,inversed
gorilla,10,4000000,1703,chimp,10,4000000,same orientation
human,7,79000000,1727,chimp,7,163000000,inversed
human,7,79000000,1722,chimp,7,97000000,inversed
human,7,79000000,1485,gorilla,7,95000000,inversed
gorilla,4,179000000,2104,chimp,4,169000000,same orientation
gorilla,4,179000000,2083,human,4,165000000,same orientation
gorilla,9,44000000,1458,human,4,128000000,inversed
gorilla,9,44000000,684,chimp,4,131000000,inversed
gorilla,9,44000000,521,gorilla,4,141000000,inversed
gorilla,9,44000000,342,chimp,9,116000000,inversed
gorilla,17,59000000,1924,chimp,5,74000000,same orientation
gorilla,20,42000000,1585,chimp,20,42000000,same orientation
gorilla,20,42000000,1568,human,20,39000000,same orientation
chimp,5,113000000,2473,gorilla,5,99000000,same orientation
human,7,8000000,2259,chimp,7,7000000,same orientation
human,7,8000000,2207,gorilla,7,8000000,same orientation
human,2,143000000,2325,chimp,2B,37000000,same orientation
human,2,143000000,2314,gorilla,2B,37000000,same orientation
gorilla,18,17000000,2240,gorilla,9,46000000,inversed
gorilla,18,17000000,1791,gorilla,14,0,inversed
gorilla,18,17000000,1647,gorilla,17,47000000,inversed
gorilla,18,17000000,1371,gorilla,3,92000000,inversed
gorilla,18,17000000,1246,human,18,14000000,inversed
gorilla,18,17000000,1240,gorilla,6,60000000,inversed
gorilla,18,17000000,1229,chimp,3,92000000,inversed
gorilla,18,17000000,1192,chimp,20,27000000,inversed
gorilla,18,17000000,1139,human,3,90000000,inversed
chimp,2A,29000000,2376,human,2,44000000,inversed
chimp,2A,29000000,2172,gorilla,2A,45000000,inversed
human,5,112000000,2042,chimp,5,110000000,inversed
human,5,112000000,1929,gorilla,5,97000000,inversed
human,2,24000000,1755,gorilla,2A,24000000,same orientation
gorilla,21,23000000,1877,chimp,21,21000000,same orientation
gorilla,21,23000000,1748,human,21,21000000,same orientation
gorilla,13,27000000,2088,chimp,13,26000000,same orientation
gorilla,10,54000000,858,human,2,89000000,inversed
gorilla,10,54000000,618,chimp,22,0,inversed
gorilla,10,54000000,611,chimp,10,39000000,inversed
gorilla,10,54000000,532,gorilla,22,0,inversed
gorilla,10,54000000,426,chimp,22,37000000,inversed
