sp,chr,loc,score,msp,mchr,mloc,color
human,16,56850000,939,chimp,16,61400000,inversed
gorilla,16,76150000,747,chimp,16,69850000,inversed
gorilla,16,76150000,571,chimp,16,81400000,inversed
gorilla,16,26600000,2778,chimp,16,24550000,inversed
human,16,29200000,3157,chimp,16,30750000,inversed
human,16,48850000,2568,gorilla,16,52950000,same orientation
human,16,48850000,1753,chimp,16,50650000,same orientation
human,16,48850000,1351,chimp,16,50700000,same orientation
human,16,48850000,315,chimp,16,9200000,same orientation
human,16,44150000,1901,gorilla,16,48200000,same orientation
human,16,44150000,1758,chimp,16,45900000,same orientation
human,16,44150000,1329,chimp,16,45950000,same orientation
human,16,44150000,759,gorilla,16,48150000,same orientation
gorilla,16,70100000,1513,human,16,67050000,inversed
gorilla,16,70100000,1288,human,16,67100000,inversed
chimp,16,2800000,704,human,16,2600000,same orientation
chimp,16,2800000,454,human,16,0,same orientation
chimp,16,2800000,425,gorilla,16,2700000,same orientation
gorilla,16,1400000,2523,human,16,1300000,inversed
gorilla,16,1400000,2222,chimp,16,2200000,inversed
gorilla,16,1400000,269,chimp,16,2250000,inversed
chimp,16,30050000,2021,human,16,28700000,same orientation
chimp,16,30050000,1382,gorilla,16,31900000,same orientation
chimp,16,68350000,2371,human,16,66450000,inversed
human,16,73150000,2186,chimp,16,75650000,same orientation
human,16,73150000,1894,gorilla,16,78000000,same orientation
human,16,73150000,551,chimp,16,75700000,same orientation
human,16,73150000,461,gorilla,16,77950000,same orientation
gorilla,16,42450000,2704,human,16,38600000,same orientation
gorilla,16,22800000,1418,human,16,20350000,inversed
gorilla,16,22800000,1115,human,16,20400000,inversed
chimp,16,38400000,2848,gorilla,16,39050000,inversed
gorilla,16,24850000,2247,chimp,16,26250000,inversed
gorilla,16,24850000,613,human,16,22300000,inversed
chimp,16,13650000,2703,human,16,13200000,same orientation
chimp,16,13650000,2683,gorilla,16,13750000,same orientation
gorilla,16,61250000,678,human,16,56800000,same orientation
gorilla,16,61250000,651,human,16,56850000,same orientation
human,16,50750000,2140,gorilla,16,54900000,same orientation
human,16,50750000,1640,chimp,16,52650000,same orientation
human,16,50750000,1215,chimp,16,52600000,same orientation
human,16,50750000,422,gorilla,16,54850000,same orientation
chimp,16,17900000,3015,human,16,16050000,inversed
gorilla,16,41800000,2564,chimp,16,35700000,inversed
gorilla,16,41800000,520,chimp,16,35650000,inversed
chimp,16,44900000,3110,human,16,43100000,same orientation
chimp,16,44900000,2790,gorilla,16,47100000,same orientation
chimp,16,48000000,2816,human,16,46150000,same orientation
chimp,16,48000000,1908,gorilla,16,50250000,same orientation
chimp,16,48000000,865,gorilla,16,50200000,same orientation
gorilla,16,38200000,1162,chimp,16,39200000,inversed
gorilla,16,38200000,1105,human,16,36400000,inversed
gorilla,16,64700000,733,chimp,16,57900000,same orientation
gorilla,16,64700000,660,human,16,55950000,same orientation
gorilla,16,64700000,575,human,16,60150000,same orientation
human,16,31650000,3165,chimp,16,41700000,inversed
human,16,31650000,2961,gorilla,16,35050000,inversed
human,16,55200000,2821,chimp,16,57200000,same orientation
human,16,55200000,367,gorilla,16,59450000,same orientation
chimp,16,72950000,1586,gorilla,16,73050000,inversed
chimp,16,72950000,1196,gorilla,16,73000000,inversed
gorilla,16,68550000,2219,human,16,68550000,inversed
gorilla,16,68550000,483,human,16,68600000,inversed
human,16,67150000,2399,chimp,16,67650000,inversed
human,16,67150000,1770,gorilla,16,70000000,inversed
human,16,67150000,1112,gorilla,16,70050000,inversed
human,16,67150000,711,chimp,16,67600000,inversed
human,16,37600000,2994,chimp,16,36050000,inversed
human,16,37600000,266,chimp,16,36000000,inversed
human,16,28700000,2127,chimp,16,30000000,same orientation
human,16,28700000,1751,gorilla,16,31900000,same orientation
human,16,28700000,665,chimp,16,30050000,same orientation
human,16,28700000,468,gorilla,16,31850000,same orientation
gorilla,16,47100000,2976,human,16,43100000,same orientation
gorilla,16,47100000,1683,chimp,16,44900000,same orientation
gorilla,16,47100000,1241,chimp,16,44850000,same orientation
gorilla,16,200000,437,chimp,16,150000,same orientation
human,16,41400000,2341,gorilla,16,45300000,same orientation
human,16,41400000,515,gorilla,16,45250000,same orientation
gorilla,16,45600000,1648,chimp,16,43400000,inversed
gorilla,16,45600000,609,chimp,16,43450000,inversed
gorilla,16,45600000,450,human,16,41650000,inversed
gorilla,16,45600000,347,chimp,16,31900000,inversed
gorilla,16,45600000,258,human,16,41700000,inversed
gorilla,16,70100000,2616,chimp,16,67700000,same orientation
chimp,16,81400000,600,human,16,17400000,same orientation
chimp,16,81400000,572,gorilla,16,57150000,same orientation
chimp,16,81400000,375,human,16,27200000,same orientation
chimp,16,81400000,345,human,16,52850000,same orientation
chimp,16,81400000,333,gorilla,16,30250000,same orientation
chimp,16,81400000,305,human,16,19100000,same orientation
human,16,35850000,1707,gorilla,16,38750000,inversed
human,16,35850000,1323,gorilla,16,38800000,inversed
chimp,16,26000000,2374,gorilla,16,25100000,inversed
chimp,16,26000000,2185,human,16,22500000,inversed
chimp,16,26000000,333,human,16,22550000,inversed
chimp,16,76750000,2468,human,16,74450000,inversed
chimp,16,76750000,2116,gorilla,16,79350000,inversed
gorilla,16,8450000,2366,chimp,16,8450000,same orientation
gorilla,16,8450000,2365,human,16,8100000,same orientation
gorilla,16,53700000,2056,human,16,49600000,same orientation
gorilla,16,53700000,1635,chimp,16,51450000,same orientation
gorilla,16,53700000,1446,chimp,16,51400000,same orientation
gorilla,16,53700000,978,human,16,49550000,same orientation
chimp,16,70700000,2182,gorilla,16,75300000,inversed
chimp,16,20050000,1288,gorilla,16,21100000,inversed
chimp,16,20050000,1168,human,16,19100000,inversed
chimp,16,20050000,1095,human,16,19050000,inversed
chimp,16,20050000,712,gorilla,16,21150000,inversed
human,16,62200000,2113,chimp,16,70950000,same orientation
human,16,62200000,389,chimp,16,70900000,same orientation
human,16,1200000,2585,gorilla,16,1500000,inversed
human,16,33800000,1471,gorilla,16,40900000,inversed
human,16,33800000,1343,gorilla,16,40850000,inversed
human,16,30800000,1545,gorilla,16,34650000,same orientation
human,16,30800000,1530,gorilla,16,34700000,same orientation
human,16,30800000,811,chimp,16,31850000,same orientation
human,16,30800000,710,chimp,16,31650000,same orientation
human,16,30800000,707,chimp,16,43350000,same orientation
human,16,30800000,682,chimp,16,43250000,same orientation
chimp,16,73900000,2075,gorilla,16,76200000,same orientation
chimp,16,73900000,1340,human,16,71400000,same orientation
chimp,16,73900000,1061,human,16,71450000,same orientation
chimp,16,21300000,640,gorilla,16,22300000,same orientation
chimp,16,21300000,611,human,16,19950000,same orientation
gorilla,16,43650000,3233,chimp,16,33850000,inversed
human,16,2950000,1954,gorilla,16,3100000,same orientation
human,16,2950000,1915,chimp,16,3200000,same orientation
human,16,2950000,469,chimp,16,3150000,same orientation
chimp,16,65050000,2066,gorilla,16,67400000,same orientation
chimp,16,65050000,858,gorilla,16,67450000,same orientation
human,16,26150000,2247,gorilla,16,28850000,same orientation
human,16,26150000,391,gorilla,16,28900000,same orientation
chimp,16,65350000,3028,human,16,69400000,inversed
chimp,16,35400000,2013,human,16,38200000,inversed
chimp,16,35400000,1843,gorilla,16,42050000,inversed
chimp,16,35400000,806,human,16,38250000,inversed
chimp,16,35400000,287,gorilla,16,42100000,inversed
gorilla,16,49750000,2459,human,16,45650000,same orientation
gorilla,16,49750000,1635,chimp,16,47450000,same orientation
gorilla,16,49750000,1289,chimp,16,47500000,same orientation
gorilla,16,49750000,534,human,16,45700000,same orientation
gorilla,16,17450000,2074,chimp,16,16800000,same orientation
gorilla,16,17450000,784,chimp,16,16850000,same orientation
chimp,16,46650000,1880,human,16,44850000,same orientation
chimp,16,46650000,1837,gorilla,16,48900000,same orientation
chimp,16,46650000,682,human,16,44800000,same orientation
chimp,16,46650000,262,gorilla,16,38400000,same orientation
chimp,16,46650000,260,gorilla,16,49500000,same orientation
chimp,16,18550000,1665,gorilla,16,19550000,same orientation
chimp,16,18550000,1120,human,16,17550000,same orientation
chimp,16,18550000,930,human,16,17500000,same orientation
chimp,16,18550000,351,gorilla,16,19500000,same orientation
gorilla,16,29850000,2393,chimp,16,27900000,inversed
gorilla,16,29850000,1425,human,16,26950000,inversed
gorilla,16,29850000,1284,human,16,27000000,inversed
chimp,16,33450000,2765,human,16,40150000,inversed
chimp,16,33450000,1229,gorilla,16,44050000,inversed
chimp,16,33450000,1134,gorilla,16,44100000,inversed
human,16,59600000,2128,gorilla,16,64100000,inversed
human,16,59600000,526,gorilla,16,64050000,inversed
gorilla,16,34250000,303,human,16,29950000,same orientation
gorilla,16,66850000,2565,chimp,16,64450000,same orientation
gorilla,16,66850000,384,chimp,16,64500000,same orientation
gorilla,16,51850000,1880,chimp,16,49600000,same orientation
gorilla,16,51850000,1203,human,16,47800000,same orientation
gorilla,16,51850000,925,human,16,47750000,same orientation
gorilla,16,51850000,573,human,16,49000000,same orientation
gorilla,16,51850000,547,chimp,16,50850000,same orientation
gorilla,16,51850000,543,human,16,50000000,same orientation
gorilla,16,51850000,537,human,16,47650000,same orientation
gorilla,16,6200000,2110,human,16,5900000,same orientation
gorilla,16,6200000,1656,chimp,16,6200000,same orientation
gorilla,16,6200000,415,chimp,16,6250000,same orientation
human,16,32750000,3311,chimp,16,40500000,same orientation
chimp,16,71650000,1502,human,16,62850000,same orientation
chimp,16,71650000,1164,human,16,62900000,same orientation
gorilla,16,80350000,343,chimp,16,78400000,same orientation
human,16,22250000,2819,chimp,16,26300000,inversed
human,16,22250000,530,chimp,16,26250000,inversed
human,16,11150000,2270,gorilla,16,11500000,same orientation
human,16,11150000,1849,chimp,16,11550000,same orientation
human,16,11150000,901,chimp,16,11500000,same orientation
human,16,11150000,411,gorilla,16,11550000,same orientation
human,16,24200000,2013,chimp,16,24250000,inversed
human,16,24200000,1186,chimp,16,24300000,inversed
gorilla,16,20450000,2545,chimp,16,19400000,same orientation
gorilla,16,20450000,1733,human,16,18400000,same orientation
gorilla,16,20450000,816,human,16,18350000,same orientation
chimp,16,5200000,2406,human,16,4900000,same orientation
chimp,16,5200000,1132,gorilla,16,5150000,same orientation
chimp,16,5200000,1003,gorilla,16,5100000,same orientation
chimp,16,52050000,2587,gorilla,16,54300000,same orientation
chimp,16,52050000,1650,human,16,50150000,same orientation
chimp,16,52050000,1381,human,16,50200000,same orientation
human,16,14400000,2056,gorilla,16,15000000,same orientation
human,16,14400000,1799,chimp,16,14800000,same orientation
human,16,14400000,816,chimp,16,14850000,same orientation
human,16,41250000,2998,chimp,16,32350000,inversed
gorilla,16,18150000,2860,human,16,16450000,inversed
gorilla,16,25100000,2386,human,16,22500000,same orientation
human,16,38850000,2642,chimp,16,34750000,inversed
chimp,16,57500000,2157,human,16,55450000,same orientation
chimp,16,57500000,1456,gorilla,16,59750000,same orientation
gorilla,16,58400000,2885,human,16,54050000,same orientation
gorilla,16,58400000,2870,chimp,16,56050000,same orientation
gorilla,16,3750000,2261,human,16,3550000,same orientation
gorilla,16,3750000,2210,chimp,16,3800000,same orientation
human,16,37200000,2894,gorilla,16,41000000,same orientation
chimp,16,74300000,1699,human,16,71800000,same orientation
chimp,16,74300000,1234,gorilla,16,76600000,same orientation
chimp,16,74300000,782,gorilla,16,76650000,same orientation
chimp,16,74300000,428,human,16,71850000,same orientation
human,16,5350000,2562,chimp,16,5650000,same orientation
human,16,5350000,1584,gorilla,16,5600000,same orientation
human,16,5350000,662,gorilla,16,5650000,same orientation
chimp,16,43300000,516,human,16,30300000,same orientation
chimp,16,43300000,440,human,16,47650000,same orientation
chimp,16,43300000,403,human,16,49000000,same orientation
chimp,16,43300000,395,gorilla,16,35900000,same orientation
chimp,16,11900000,1798,human,16,11500000,same orientation
chimp,16,11900000,1287,gorilla,16,11850000,same orientation
chimp,16,11900000,780,gorilla,16,11900000,same orientation
chimp,16,11900000,424,human,16,11450000,same orientation
gorilla,16,31700000,2554,human,16,28500000,same orientation
gorilla,16,31700000,1603,chimp,16,29800000,same orientation
gorilla,16,31700000,1122,chimp,16,29850000,same orientation
gorilla,16,35200000,1809,human,16,31550000,inversed
gorilla,16,35200000,1773,human,16,31500000,inversed
gorilla,16,35200000,252,human,16,31450000,inversed
gorilla,16,65550000,1357,human,16,60950000,inversed
gorilla,16,65550000,1305,chimp,16,63150000,inversed
human,16,52800000,2699,chimp,16,54700000,same orientation
human,16,52800000,2637,gorilla,16,57000000,same orientation
chimp,16,79900000,2119,human,16,23600000,inversed
chimp,16,79900000,838,gorilla,16,26250000,inversed
chimp,16,79900000,472,gorilla,16,15350000,inversed
chimp,16,79900000,334,gorilla,16,23100000,inversed
chimp,16,79900000,331,human,16,14700000,inversed
chimp,16,79900000,330,gorilla,16,15300000,inversed
gorilla,16,63500000,2476,chimp,16,59200000,inversed
gorilla,16,63500000,523,chimp,16,59150000,inversed
human,16,23400000,3008,gorilla,16,26000000,same orientation
gorilla,16,12100000,2478,human,16,11700000,same orientation
gorilla,16,12100000,1427,chimp,16,12100000,same orientation
gorilla,16,12100000,1134,chimp,16,12150000,same orientation
human,16,57050000,1945,chimp,16,61150000,inversed
human,16,57050000,1314,chimp,16,61200000,inversed
gorilla,16,11150000,1960,chimp,16,11150000,same orientation
gorilla,16,11150000,1304,human,16,10750000,same orientation
gorilla,16,11150000,845,human,16,10800000,same orientation
chimp,16,63550000,1387,gorilla,16,65900000,same orientation
chimp,16,63550000,1091,gorilla,16,65950000,same orientation
human,16,51850000,2757,chimp,16,53750000,same orientation
human,16,51850000,2349,gorilla,16,56000000,same orientation
human,16,51850000,307,gorilla,16,55950000,same orientation
gorilla,16,71900000,2505,human,16,65300000,inversed
gorilla,16,2250000,2752,human,16,500000,inversed
gorilla,16,2250000,849,chimp,16,2300000,inversed
gorilla,16,2250000,738,human,16,14800000,inversed
chimp,16,40350000,3086,human,16,32600000,same orientation
chimp,16,12950000,1633,human,16,12550000,same orientation
chimp,16,12950000,1384,gorilla,16,13050000,same orientation
human,16,6300000,2469,gorilla,16,6600000,same orientation
human,16,6300000,2017,chimp,16,6650000,same orientation
human,16,6300000,1015,chimp,16,6600000,same orientation
chimp,16,40600000,2519,gorilla,16,36900000,inversed
chimp,16,40600000,645,gorilla,16,36850000,inversed
chimp,16,77350000,2265,human,16,75700000,same orientation
chimp,16,77350000,296,gorilla,16,79650000,same orientation
chimp,16,29050000,1676,human,16,27750000,same orientation
chimp,16,29050000,779,human,16,27700000,same orientation
human,16,34250000,3300,chimp,16,37000000,same orientation
gorilla,16,73750000,2722,chimp,16,72250000,inversed
gorilla,16,73750000,2652,human,16,63500000,inversed
chimp,16,54550000,1778,gorilla,16,56850000,same orientation
chimp,16,54550000,1687,human,16,52650000,same orientation
chimp,16,54550000,1325,human,16,52600000,same orientation
chimp,16,54550000,1010,gorilla,16,56800000,same orientation
gorilla,16,75700000,2628,chimp,16,70300000,inversed
gorilla,16,75700000,1782,human,16,61600000,inversed
gorilla,16,75700000,882,human,16,61550000,inversed
gorilla,16,25050000,2518,chimp,16,26050000,inversed
chimp,16,3700000,2586,human,16,3450000,same orientation
chimp,16,3700000,976,gorilla,16,3600000,same orientation
